created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text
2021-03-20 17:19:31,ItisMoody,"Innovation, futurism, pop culture, media, existentialism. Tweets/RTs/QTs/ what have you are not affiliated with any entity. My views ≠ anyone else's business.","Toronto, Ontario",42167,2010-03-03 14:01:31,0,"[{'text': 'WFH', 'indices': [163, 167]}, {'text': 'Burnout', 'indices': [168, 176]}, {'text': 'MentalHealth', 'indices': [177, 190]}, {'text': 'PandemicFatigue', 'indices': [191, 207]}]","If this article checks many boxes for you, you are not alone. In fact, you are one of millions. Such a good read by World Economic Forum:
https://t.co/drjDNbJRYk

#WFH #Burnout #MentalHealth #PandemicFatigue"
2021-03-20 16:57:53,viralvideovlogs,"news news news and trends

https://t.co/2ScZqTGWgG",കേരളം,627394,2018-01-13 18:33:01,1,"[{'text': 'covid', 'indices': [89, 95]}, {'text': 'covidfatigue', 'indices': [96, 109]}, {'text': 'groundhogsday', 'indices': [110, 124]}, {'text': 'pandemic', 'indices': [125, 134]}]",How is everyone enjoying today’s version of groundhogs day #680197166? #covid #covidfatigue #groundhogsday #pandemic #neverendinglockdown #SaturdayThoughts #whatdayisit #march #COVID19
2021-03-20 16:57:52,KristenLilla,"#AASECT sex therapist & educator, & 1 of 4 dual supervisors in the world. #LCSW. Private practice in IA & NE. Co-author of world’s first #vaginapopup book.","Omaha, NE",5320,2013-01-19 23:35:49,1,"[{'text': 'covid', 'indices': [71, 77]}, {'text': 'covidfatigue', 'indices': [78, 91]}, {'text': 'groundhogsday', 'indices': [92, 106]}, {'text': 'pandemic', 'indices': [107, 116]}, {'text': 'neverendinglockdown', 'indices': [117, 137]}, {'text': 'SaturdayThoughts', 'indices': [138, 155]}, {'text': 'whatdayisit', 'indices': [156, 168]}, {'text': 'march', 'indices': [169, 175]}, {'text': 'COVID19', 'indices': [176, 184]}]",How is everyone enjoying today’s version of groundhogs day #680197166? #covid #covidfatigue #groundhogsday #pandemic #neverendinglockdown #SaturdayThoughts #whatdayisit #march #COVID19
2021-03-20 16:31:18,voiceofcaroline,"I have the best job!  I get to tell stories about life, love and the mysterious. Audiobook Narrator-SAG-AFTRA-dog lover❤️-Asian American.",,1115,2015-11-17 15:36:13,0,"[{'text': 'covidfatigue', 'indices': [181, 194]}]","The highlight of my day, week really, is that I’m getting a new dishwasher. But it’s not just the dishwasher, real live people are coming to install it.  Real people. Not virtual!  #covidfatigue"
2021-03-20 16:07:38,ARCProGroup,#Concierge #mentalhealth team led by Former Testing #Psychologist in NFL #SubstanceAbuse Program. #Addiction #Divorce #Career #Wellness #Forensics #VIP,"Chicago, IL",21025,2012-04-10 03:23:51,0,"[{'text': 'masks', 'indices': [27, 33]}, {'text': 'SocialDistancing', 'indices': [44, 61]}, {'text': 'PandemicFatigue', 'indices': [156, 172]}, {'text': 'COVID19', 'indices': [236, 244]}, {'text': 'WearAMask', 'indices': [245, 255]}, {'text': 'health', 'indices': [256, 263]}]","We still need 2 wear those #masks, practice #SocialDistancing &amp; wash our hands @MaskUp. We all really wish we cld just live our lives, we R hitting the #PandemicFatigue wall, but we gotta dig deep 2 save the lives of those we love. #COVID19 #WearAMask #health https://t.co/w1Id09I9Rr"
2021-03-20 15:25:52,Jeep4x4Tours,"Unapologetically outspoken. If you don't like my Tweets, don't follow me.",Canada,17319,2018-12-29 19:39:39,0,"[{'text': 'COVIDFatigue', 'indices': [169, 182]}]","@alan_regan @CKNW @GlobalBC @steeletalk Thank you for the update thread @alan_regan
This is disturbing to see. We saw numbers rise last year when the weather got nicer. #COVIDFatigue is taking its toll.

On a happier note, I hope you had a great birthday!😊"
2021-03-20 15:10:21,JayEveryday3,Texas Made Guy!!! Unique and Complete! Rockets 🚀 Fan and New England Pats Fan for over 20 years!!! DTX Resident! #ForeverYoung,"Texas, USA",3700,2018-02-21 16:23:07,0,"[{'text': 'CovidFatigue', 'indices': [33, 46]}, {'text': 'Covid19', 'indices': [140, 148]}, {'text': 'Lockdown2021', 'indices': [149, 162]}, {'text': 'B117', 'indices': [163, 168]}, {'text': 'P1', 'indices': [169, 172]}, {'text': 'SpringBreak2021', 'indices': [173, 189]}]",I’m not saying I don’t relate to #CovidFatigue but you got to be smart about how you deal with that. Being reckless is not the best choice! #Covid19 #Lockdown2021 #B117 #P1 #SpringBreak2021
2021-03-20 15:08:09,JayEveryday3,Texas Made Guy!!! Unique and Complete! Rockets 🚀 Fan and New England Pats Fan for over 20 years!!! DTX Resident! #ForeverYoung,"Texas, USA",3700,2018-02-21 16:23:07,0,"[{'text': 'Coronavirus', 'indices': [4, 16]}, {'text': 'CovidFatigue', 'indices': [166, 179]}, {'text': 'COVID19', 'indices': [265, 273]}, {'text': 'GOD', 'indices': [274, 278]}]","The #Coronavirus is still here because A LOT of you FAIL to give credit where IT IS DUE! GOD is taking care of his business, and a number of y’all are complaining of #CovidFatigue and choosing to interfere with that plan and get in the way! 🙏🏾🙏🏾up for those folks! #COVID19 #GOD"
2021-03-20 15:04:29,michaelcozens,"Likes, RTs may be for visibility, not endorsement.","London, Ontario",280474,2010-02-01 19:51:31,6,"[{'text': 'covidblues', 'indices': [72, 83]}]",covid. a year of feeling empty. dying alone. living solo. #covidblues
2021-03-20 15:01:52,MrQ_____to,"I specialize in rich story telling through candid captures of people, products, and places.","San Antonio, TX",446,2015-11-21 22:59:58,0,"[{'text': 'covidblues', 'indices': [18, 29]}]",@katespace11 Same #covidblues
2021-03-20 14:17:42,ouinokdum,#byoui photographer 🙎🏻‍♀️#Flowers 💟🦆   Love RT                    ☝️Goodmood                  Simple lifestyle              Positive think always,Thai ,140846,2018-01-12 05:33:43,37,"[{'text': 'flowers', 'indices': [43, 51]}, {'text': 'SpringIsComing', 'indices': [52, 67]}, {'text': 'DaylightSavingTime', 'indices': [68, 87]}, {'text': 'HamOnt', 'indices': [88, 95]}, {'text': 'photography', 'indices': [96, 108]}, {'text': 'ThePhotoHour', 'indices': [109, 122]}, {'text': 'Covidfatigue', 'indices': [123, 136]}]","And it was called Yellow
#flowers #SpringIsComing #DaylightSavingTime #HamOnt #photography #ThePhotoHour #Covidfatigue #hope https://t.co/ZYn2wAUOdB"
2021-03-20 14:00:40,TAGHR,We connect clients with professional and qualified candidates nationwide. Our team is dedicated to finding you the best possible resources to fit your needs.,Ottawa,1599,2009-09-03 20:34:32,0,"[{'text': 'TAGHR', 'indices': [104, 110]}, {'text': 'Coping', 'indices': [111, 118]}, {'text': 'Quarantine', 'indices': [119, 130]}, {'text': 'PandemicFatigue', 'indices': [131, 147]}, {'text': 'MentalWellness', 'indices': [148, 163]}, {'text': 'StaySafe', 'indices': [164, 173]}, {'text': 'StayHealthy', 'indices': [174, 186]}]","Here is our Saturday tip combating pandemic fatigue from @Healthline:

Source: https://t.co/VGQW67Nzel

#TAGHR #Coping #Quarantine #PandemicFatigue #MentalWellness #StaySafe #StayHealthy https://t.co/3czssHzgjz"
2021-03-20 06:10:59,KYOCERA_DS_AUNZ,"A leading global provider of document management solutions offering businesses MFD, printers, software & solutions #KyoceraAU For sales call 1800 332 988",Sydney Australia,2820,2010-09-10 06:38:36,0,"[{'text': 'pandemicfatigue', 'indices': [166, 182]}]","A year on from when life was turned upside down, many people are feeling 'pandemic fatigue'. Here's how to support your employees through it: https://t.co/tdmlZixnoE #pandemicfatigue"
2021-03-20 05:55:56,prashantodas,Passionate Builder Of Products & Brands. Entrepreneur Forever | Founder-Hyperstate Tech | Tsunami (https://t.co/S9AlUEp0JT),"Mumbai, Delhi & Dubai",3660,2010-01-09 13:03:33,0,"[{'text': 'CovidFatigue', 'indices': [93, 106]}]",@AniGuha On a more serious note. This is a shit show &amp; needs some effort to get past the #CovidFatigue A little caution can go a long way.
2021-03-20 02:39:36,ceecee591,"#stopwhiteterrorism
CPTSD Crank and Lupus Coward 
Medaled in Eye Rolling
Picture Snapper
Secret Cowgirl
Lucky in ❤️
Bad at Board Games
She/Her",Tropical Island in Secondlife,17435,2019-10-21 23:26:41,0,"[{'text': 'pandemicfatigue', 'indices': [29, 45]}]","Reading about how to address #pandemicfatigue is worsening my pandemic fatigue. I want to scream, ”have game night? Are you kidding me?“ I have been alone most of the time for a year. Don’t assume we all have people sharing our bubble every day."
2021-03-20 01:32:45,hedgerows,"Editor for an academic medical journal. Ex-Duke PhD candidate of 18th-c fiction, feminism, & film. Likes socialism, revisionist Westerns, & cats. Views her own.","bay area to nyc to durham, nc",45498,2008-02-23 21:55:07,0,"[{'text': 'CovidBlues', 'indices': [153, 164]}]","If you were to ask me in 2001 what I thought I’d be doing in 2021, the last thing I’d say was “playing the Sims alone in apartment.” And yet… here I am! #CovidBlues"
2021-03-20 00:02:13,knewknewz,Can you believe...,Minneapolis,3608,2010-01-14 03:30:39,6,"[{'text': 'covidblues', 'indices': [72, 83]}]",covid. a year of feeling empty. dying alone. living solo. #covidblues
2021-03-19 23:31:38,kmontenegro,Nonprofit technologist by day; agitator with a law degree by night; native Lost Angeleno; sinister; universalist. Never dressed like Rick James. 🇪🇨🇬🇹,LAX2JFK,484023,2008-03-28 23:35:01,6,"[{'text': 'covidblues', 'indices': [72, 83]}]",covid. a year of feeling empty. dying alone. living solo. #covidblues
2021-03-19 22:42:55,az_garden2007,"I garden, I cook, I make stuff & things...amateur weather-nerd. #YayScience #AZWX","Arizona, USA",125135,2008-11-19 20:59:50,0,"[{'text': 'PandemicFatigue', 'indices': [154, 170]}, {'text': 'FilthyStinkingHumans', 'indices': [171, 192]}]","@janemarielynch I work at a DIY chain...we have employees that have been punched, spit on and called all kinds of names by customers over this past year. #PandemicFatigue #FilthyStinkingHumans"
2021-03-19 22:26:20,TorontoDDG,Must love cities. Urbanist. Explorer. Doesn’t hate condos. 5-star sudoku master. Steering Committee member of @chartercity_TO,Toronto,236383,2011-03-25 15:55:09,6,"[{'text': 'covidblues', 'indices': [72, 83]}]",covid. a year of feeling empty. dying alone. living solo. #covidblues
2021-03-19 21:59:18,MOMoutwest,Mom (of 2 teens) out (side most of the time) west (coast of 🇨🇦 Canada),"Vancouver, British Columbia",509,2011-05-03 04:32:45,0,"[{'text': 'covidblues', 'indices': [251, 262]}]","@Raffi_RC Time to Bananaphone 🍌an old friend or loved one. Today is my daughter’s 19th Bday and I want to say thanks a lot  for creating music that helped me raise her with joy, awareness and heartfelt fun. 2 birthdays in Covid for her and she too is #covidblues"
2021-03-19 21:25:30,ThesisPi,"Advocate for: people with disabilities, mental health, clean energy, LGBTQ, cannabis culture, and democratic inclusion. RT/Follow Not Endorsement","Calgary, Alberta",59376,2017-06-27 01:09:12,6,"[{'text': 'covidblues', 'indices': [72, 83]}]",covid. a year of feeling empty. dying alone. living solo. #covidblues
2021-03-19 21:17:48,LeighYoungArt,Illustrator and Graphic Designer,Canada,16089,2009-03-12 15:43:15,0,"[{'text': 'StayStrong', 'indices': [24, 35]}, {'text': 'covidfatigue', 'indices': [36, 49]}]","So a year of this, huh? #StayStrong #covidfatigue https://t.co/fgx5RySGLf"
2021-03-19 21:10:39,Blubdha,"Art/conservation, traditional/digital animation; interested in art & science conjunction.",unceded territory Coast Salish xʷməθk'̓wəym (Musqueam) Skwxwu'́7mesh (Squamish) Stó:lō &   Sə'li'lwətaʔ/Səlilwittulh̓ (Tsleil- Waututh),505144,2011-03-28 23:50:03,6,"[{'text': 'covidblues', 'indices': [72, 83]}]",covid. a year of feeling empty. dying alone. living solo. #covidblues
2021-03-19 21:09:20,Raffi_RC,Troubadour. children's champion. ecology advocate. @RaffiFoundation #ChildHonouring #ClimateEmergency🔥🌎 #BlackLivesMatter #BabyBeluga #BB40 #belugagrads,Canada ,126861,2011-03-18 18:40:06,6,"[{'text': 'covidblues', 'indices': [58, 69]}]",covid. a year of feeling empty. dying alone. living solo. #covidblues
2021-03-19 20:36:03,MPopack,,,558,2019-04-13 04:05:03,1,"[{'text': 'Yoga', 'indices': [41, 46]}, {'text': 'MentalHealth', 'indices': [56, 69]}, {'text': 'mentalillness', 'indices': [106, 120]}, {'text': 'anxiety', 'indices': [121, 129]}]","You Should Start Doing #Yoga for Your #MentalHealth. New. || https://t.co/xrlNx7GW4n
==
#mentalillness #anxiety #depression #pandemicfatigue #mhsm #mhchat https://t.co/x26B98ILBq"
2021-03-19 19:42:47,ExecsInTheKnow,"Advocates of the #CustomerExperience industry, we connect people through knowledge sharing in a worldwide community of over 50,000 service professionals. #cx",North America,8330,2009-05-13 21:33:00,1,"[{'text': 'contactcenter', 'indices': [27, 41]}, {'text': 'agents', 'indices': [96, 103]}]",How has your #contactcenter changed in this last year?  Are you able to keep your #agents together?  How tired of #WorkFromHome are your agents?  In this @ExecsInTheKnow webinar @futbolforkids from @ENT_and_Allergy shares how his team fights #COVIDfatigue https://t.co/3VV8GazpQY https://t.co/HWjSL8xYLA
2021-03-19 19:00:22,HealthyPlace,"Trusted information on psychological disorders and treatments, plus mental health support. Home to Stand Up for Mental Health campaign.",Texas,85018,2008-08-21 04:56:34,1,"[{'text': 'Yoga', 'indices': [23, 28]}, {'text': 'MentalHealth', 'indices': [38, 51]}, {'text': 'mentalillness', 'indices': [88, 102]}, {'text': 'anxiety', 'indices': [103, 111]}, {'text': 'depression', 'indices': [112, 123]}, {'text': 'pandemicfatigue', 'indices': [124, 140]}, {'text': 'mhsm', 'indices': [141, 146]}, {'text': 'mhchat', 'indices': [147, 154]}]","You Should Start Doing #Yoga for Your #MentalHealth. New. || https://t.co/xrlNx7GW4n
==
#mentalillness #anxiety #depression #pandemicfatigue #mhsm #mhchat https://t.co/x26B98ILBq"
2021-03-19 18:36:23,koliguz,Dum spiro spero,,112404,2013-12-22 12:03:53,37,"[{'text': 'flowers', 'indices': [43, 51]}, {'text': 'SpringIsComing', 'indices': [52, 67]}, {'text': 'DaylightSavingTime', 'indices': [68, 87]}, {'text': 'HamOnt', 'indices': [88, 95]}, {'text': 'photography', 'indices': [96, 108]}, {'text': 'ThePhotoHour', 'indices': [109, 122]}, {'text': 'Covidfatigue', 'indices': [123, 136]}]","And it was called Yellow
#flowers #SpringIsComing #DaylightSavingTime #HamOnt #photography #ThePhotoHour #Covidfatigue #hope https://t.co/ZYn2wAUOdB"
2021-03-19 18:03:26,CrystalJoyHall,"I am a dreamer, an artist, a storyteller, a wife, a mommy; and I am a cancer survivor. Follow my #LifeAfterCancer #Blog at https://t.co/WZSTd4UXJb",Canada,1341,2011-04-23 15:22:42,0,"[{'text': 'LifeAfterCancer', 'indices': [169, 185]}, {'text': 'pandemicfatigue', 'indices': [186, 202]}, {'text': 'pandemiclife', 'indices': [203, 216]}, {'text': 'helpfultips', 'indices': [217, 229]}]","It’s been a year of uncertainty, restrictions, and lockdowns. We‘re all feeling pandemic fatigue. Here are some helpful tips to get you through https://t.co/84RR6IfHjY 
#LifeAfterCancer #pandemicfatigue #pandemiclife #helpfultips https://t.co/brrKko402w"
2021-03-19 16:23:17,daily_research,Your daily dose of new online #research on https://t.co/I60CCPNLKU. Join @SurveyCircle to recruit #survey participants and to support exciting research.,,33541,2017-08-24 07:45:58,0,"[{'text': 'pandemic', 'indices': [137, 146]}, {'text': 'employees', 'indices': [147, 157]}, {'text': 'happiness', 'indices': [158, 168]}, {'text': 'RemoteWork', 'indices': [169, 180]}, {'text': 'fatigue', 'indices': [181, 189]}, {'text': 'PandemicFatigue', 'indices': [190, 206]}, {'text': 'fatigue', 'indices': [207, 215]}, {'text': 'survey', 'indices': [216, 223]}, {'text': 'surveycircle', 'indices': [224, 237]}]","Participants needed for online survey!

Topic: ""Pandemic Fatigue and its Impact on Employees"" https://t.co/Khs7I1fWxN via @SurveyCircle

#pandemic #employees #happiness #RemoteWork #fatigue #PandemicFatigue #fatigue #survey #surveycircle https://t.co/HwF85UtMu0"
2021-03-19 15:49:02,HughKruzel,"What do you think? / Qu’en pensez-vous? Always ask: what, why, when, where, who, and how.  Time to go questing.","YYJ, YSB + airports globally",40413,2010-02-20 21:12:43,1,"[{'text': 'covidfatigue', 'indices': [84, 97]}]",My desire to do another full day of zoom calls is at an all time low. #covidfatigue https://t.co/8RfJ5FfrY8
2021-03-19 15:48:53,jmaxball,"Passionate about #cx fascinated by #AI many years experience in #callcenter Bay Area lifer.  Happy husband, proud dad. Music & comedy lover, local sports fan","Sunnyvale, CA",1996,2012-01-12 18:00:58,1,"[{'text': 'contactcenter', 'indices': [13, 27]}, {'text': 'agents', 'indices': [82, 89]}, {'text': 'WorkFromHome', 'indices': [114, 127]}, {'text': 'COVIDfatigue', 'indices': [242, 255]}]",How has your #contactcenter changed in this last year?  Are you able to keep your #agents together?  How tired of #WorkFromHome are your agents?  In this @ExecsInTheKnow webinar @futbolforkids from @ENT_and_Allergy shares how his team fights #COVIDfatigue https://t.co/3VV8GazpQY https://t.co/HWjSL8xYLA
2021-03-19 15:42:53,katherineaolson,"RWA® GH finalist. #WF with #romance + feels. I like big dogs, big skies & big mugs of matcha. Feminist. INTJ. Nevertheless, she persisted. Rep’d by @evascalzo.",California,2004,2018-03-26 02:09:14,0,"[{'text': 'pandemicfatigue', 'indices': [202, 218]}]","I look forward to the day when I can order a latte AND drink it wherever. 

I didn’t realize what a luxury this experience was until it was gone (this tweet brought to you a tired momma and some wicked #pandemicfatigue, bleh 😫). ☕️☕️☕️ https://t.co/IatNQRCTC2"
2021-03-19 15:30:05,MV_Moms,An online community and resource for moms in the Merrimack Valley.,"Lowell,MA",11521,2013-07-18 20:06:38,0,"[{'text': 'pandemicfatigue', 'indices': [34, 50]}, {'text': 'MVMoms', 'indices': [267, 274]}]","While many of us are experiencing #pandemicfatigue, there is light at the end of the tunnel with vaccine distributions underway. Check out advice from a mom and pediatrician on how to make it through the next few months as safely as possible: https://t.co/jLow65g1AU #MVMoms"
